File low-hanging-fruits/emac.ml.tm1.f32.little.5x90x160x320_3.raw.residual
ix,unit000,unit001,unit002,unit003,unit004,unit005,unit006,unit007,unit008,unit009,unit010,unit011,unit012,unit013,unit014,unit015,unit016,unit017,unit018,unit019,unit020,unit021,unit022,unit023,unit024,unit025,unit026,unit027,unit028,unit029,unit030,unit031,unit032,unit033,unit034,unit035,unit036,unit037,unit038,unit039,unit040,unit041,unit042,unit043,unit044,unit045,unit046,unit047,unit048,unit049,unit050,unit051,unit052,unit053,unit054,unit055,unit056,unit057,unit058
0,0,0,0,0,0,0.0078125,0,0.0078125,0,0,0,0.0078125,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0
1,0.0078125,0,0,0,0,0.015625,0,0.0078125,0.0078125,0.0078125,0,0.015625,0,0,0,0,0.0078125,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
2,0.015625,0,0,0.0078125,0,0.015625,0,0.0078125,0.015625,0.015625,0.0078125,0.015625,0,0,0,0,0.015625,0.0234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
3,0.0234375,0,0,0.0078125,0,0.015625,0,0.0078125,0.015625,0.0234375,0.015625,0.015625,0,0,0,0,0.0234375,0.03125,0,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
4,0.0234375,0,0,0.015625,0,0.0234375,0,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0,0,0,0.03125,0.0390625,0,0.0078125,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
5,0.0234375,0,0,0.0234375,0,0.03125,0,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0,0,0,0.0390625,0.046875,0,0.0078125,0.0234375,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
6,0.03125,0,0,0.03125,0,0.0390625,0,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0,0,0,0.046875,0.0546875,0,0.015625,0.0234375,0,0,0.015625,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
7,0.03125,0,0,0.03125,0,0.0390625,0,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0.0078125,0,0,0.0546875,0.0546875,0,0.015625,0.03125,0,0,0.015625,0,0.015625,0,0,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
8,0.03125,0,0,0.0390625,0,0.0390625,0,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0.015625,0,0,0.0546875,0.0546875,0,0.015625,0.03125,0,0,0.015625,0,0.015625,0,0,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
9,0.0390625,0,0,0.046875,0,0.0390625,0.0078125,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0.0234375,0,0,0.0546875,0.0546875,0,0.015625,0.03125,0,0,0.015625,0,0.0234375,0,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
10,0.0390625,0,0,0.0546875,0.0078125,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0.03125,0,0,0.0546875,0.0546875,0.0078125,0.015625,0.03125,0,0,0.015625,0,0.0234375,0,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
11,0.0390625,0,0,0.0625,0.0078125,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0.03125,0,0,0.0546875,0.0546875,0.0078125,0.015625,0.03125,0,0,0.015625,0,0.0234375,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
12,0.046875,0,0,0.0703125,0.015625,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0.03125,0,0,0.0546875,0.0546875,0.0078125,0.015625,0.03125,0,0,0.015625,0,0.0234375,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
13,0.046875,0,0,0.078125,0.0234375,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0.03125,0,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0,0.015625,0,0.0234375,0,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
14,0.046875,0,0,0.0859375,0.0234375,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0.03125,0,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0,0.015625,0,0.0234375,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
15,0.046875,0,0,0.09375,0.03125,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0,0.03125,0,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0,0.015625,0,0.0234375,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
16,0.046875,0,0,0.1015625,0.0390625,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.0078125,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0,0.015625,0.0078125,0.0234375,0,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
17,0.046875,0,0,0.109375,0.046875,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.015625,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0,0.015625,0.0078125,0.0234375,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
18,0.046875,0,0.0078125,0.109375,0.046875,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0,0.015625,0.0078125,0.0234375,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
19,0.046875,0,0.015625,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0,0.015625,0.015625,0.0234375,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
20,0.046875,0,0.0234375,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0,0.015625,0.0234375,0.0234375,0,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
21,0.046875,0,0.03125,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0,0.015625,0.03125,0.0234375,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
22,0.0546875,0,0.0390625,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0.0078125,0.015625,0.03125,0.0234375,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
23,0.0546875,0,0.046875,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0.015625,0.015625,0.03125,0.0234375,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
24,0.0625,0.0078125,0.0546875,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0.015625,0.015625,0.03125,0.0234375,0,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0
25,0.0703125,0.0078125,0.0625,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.0078125
26,0.0703125,0.0078125,0.0625,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.015625,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0.0078125,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.0078125
27,0.0703125,0.0078125,0.0625,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.0234375,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.0078125
28,0.0703125,0.0078125,0.0625,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.03125,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.0078125
29,0.0703125,0.0078125,0.0625,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.0390625,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.0078125
30,0.078125,0.0078125,0.0625,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.046875,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
31,0.078125,0.0078125,0.0625,0.109375,0.0546875,0.0390625,0.015625,0.0078125,0.046875,0.0234375,0.0234375,0.015625,0.0234375,0.03125,0.0078125,0.0078125,0.0546875,0.0546875,0.015625,0.015625,0.03125,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
32,0.078125,0.0078125,0.0625,0.109375,0.0546875,0.046875,0.015625,0.0078125,0.046875,0.0234375,0.0234375,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.03125,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
33,0.078125,0.0078125,0.0625,0.109375,0.0546875,0.046875,0.015625,0.0078125,0.046875,0.03125,0.0234375,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.03125,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
34,0.0859375,0.0078125,0.0625,0.1171875,0.0546875,0.0546875,0.015625,0.0078125,0.046875,0.03125,0.0234375,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.03125,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
35,0.0859375,0.0078125,0.0625,0.1171875,0.0546875,0.0625,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.0390625,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
36,0.0859375,0.0078125,0.0625,0.1171875,0.0546875,0.0703125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
37,0.0859375,0.0078125,0.0625,0.125,0.0546875,0.0703125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
38,0.09375,0.0078125,0.0625,0.1328125,0.0546875,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
39,0.09375,0.0078125,0.0625,0.1328125,0.0546875,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
40,0.09375,0.0078125,0.0625,0.1328125,0.0546875,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
41,0.1015625,0.0078125,0.0625,0.1328125,0.0546875,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
42,0.109375,0.0078125,0.0625,0.140625,0.0625,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0078125,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
43,0.109375,0.0078125,0.0625,0.1484375,0.0703125,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.015625,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
44,0.109375,0.0078125,0.0625,0.1484375,0.078125,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0234375,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
45,0.109375,0.0078125,0.0625,0.1484375,0.078125,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0234375,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
46,0.109375,0.0078125,0.0625,0.1484375,0.078125,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.03125,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
47,0.109375,0.0078125,0.0625,0.1484375,0.078125,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.0078125,0.0390625,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
48,0.109375,0.0078125,0.0625,0.1484375,0.0859375,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.015625,0.046875,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
49,0.109375,0.0078125,0.0625,0.1484375,0.0859375,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.015625,0.046875,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
50,0.109375,0.0078125,0.0625,0.1484375,0.0859375,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.015625,0.046875,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
51,0.109375,0.0078125,0.0625,0.1484375,0.0859375,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.015625,0.046875,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
52,0.109375,0.0078125,0.0703125,0.1484375,0.0859375,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.015625,0.046875,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
53,0.109375,0.0078125,0.078125,0.1484375,0.0859375,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.015625,0.046875,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0.0078125,0,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
54,0.109375,0.015625,0.078125,0.1484375,0.0859375,0.078125,0.015625,0.0078125,0.046875,0.03125,0.03125,0.0234375,0.0234375,0.03125,0.015625,0.046875,0.0625,0.0546875,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.0234375,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.0078125
